transaction_id,account_id,card_fingerprint,merchant_id,merchant_category,transaction_amount,currency,auth_result,decline_reason,ip_address,device_id,bin_country,is_card_present,created_at
TX00015,ACC0005,card_42f40d2292e0,MERCH003,GROCERY,51.44,USD,APPROVED,,10.0.41.218,dev_ACC0005,DE,False,2026-05-25 12:07:00
TX00016,ACC0005,card_42f40d2292e0,MERCH004,ELECTRONICS,25.05,USD,APPROVED,,10.0.206.31,dev_ACC0005,DE,False,2026-05-28 09:56:00
TX00017,ACC0005,card_42f40d2292e0,MERCH005,DIGITAL_GOODS,16.72,USD,APPROVED,,10.0.161.240,dev_ACC0005,DE,False,2026-05-28 09:22:00
TX00018,ACC0005,card_42f40d2292e0,MERCH006,GROCERY,75.41,USD,APPROVED,,10.0.153.118,dev_ACC0005,DE,False,2026-05-15 15:10:00
TX00019,ACC0005,card_42f40d2292e0,MERCH004,ELECTRONICS,140.19,USD,APPROVED,,10.0.51.19,dev_ACC0005,DE,False,2026-05-01 18:10:00
TX00020,ACC0006,card_bd53691627aa,MERCH005,DIGITAL_GOODS,280.31,USD,APPROVED,,10.0.125.95,dev_ACC0006,DE,False,2026-05-07 08:40:00
TX00021,ACC0006,card_bd53691627aa,MERCH005,CHARITY,250.95,USD,APPROVED,,10.0.4.171,dev_ACC0006,DE,False,2026-05-21 06:36:00
TX00022,ACC0006,card_bd53691627aa,MERCH002,CHARITY,281.98,USD,APPROVED,,10.0.59.228,dev_ACC0006,DE,False,2026-05-06 01:08:00
TX00023,ACC0006,card_bd53691627aa,MERCH006,DIGITAL_GOODS,50.86,USD,APPROVED,,10.0.107.184,dev_ACC0006,DE,False,2026-05-26 12:16:00
TX00024,ACC0007,card_a18b713bc969,MERCH007,TRAVEL,149.12,USD,APPROVED,,10.0.26.24,dev_ACC0007,US,False,2026-05-24 08:02:00
TX00025,ACC0007,card_a18b713bc969,MERCH008,ELECTRONICS,6.05,USD,APPROVED,,10.0.134.42,dev_ACC0007,US,False,2026-05-03 08:09:00
TX00026,ACC0007,card_a18b713bc969,MERCH001,TRAVEL,170.47,USD,APPROVED,,10.0.76.140,dev_ACC0007,US,False,2026-05-20 19:08:00
TX00027,ACC0007,card_a18b713bc969,MERCH006,GROCERY,167.99,USD,APPROVED,,10.0.21.79,dev_ACC0007,US,False,2026-05-27 20:15:00
TX00028,ACC0008,card_b8fd3588983e,MERCH007,ELECTRONICS,206.21,USD,APPROVED,,10.0.181.200,dev_ACC0008,BR,False,2026-05-10 21:27:00
TX00029,ACC0008,card_b8fd3588983e,MERCH003,GAMING,278.10,USD,APPROVED,,10.0.83.250,dev_ACC0008,BR,False,2026-05-08 08:48:00
TX00030,ACC0008,card_b8fd3588983e,MERCH004,TRAVEL,57.91,USD,APPROVED,,10.0.210.206,dev_ACC0008,BR,False,2026-05-02 11:04:00
TX00031,ACC0008,card_b8fd3588983e,MERCH008,DIGITAL_GOODS,237.28,USD,APPROVED,,10.0.19.220,dev_ACC0008,BR,False,2026-05-08 13:53:00
TX00032,ACC0009,card_e055b988f89b,MERCH001,CHARITY,108.15,USD,APPROVED,,10.0.116.58,dev_ACC0009,BR,False,2026-05-22 06:46:00
TX00033,ACC0009,card_e055b988f89b,MERCH005,TRAVEL,122.55,USD,APPROVED,,10.0.35.248,dev_ACC0009,BR,False,2026-05-10 02:56:00
TX00034,ACC0009,card_e055b988f89b,MERCH001,GROCERY,122.91,USD,APPROVED,,10.0.169.241,dev_ACC0009,BR,False,2026-05-24 12:24:00
TX00035,ACC0010,card_64171538195d,MERCH007,TRAVEL,176.27,USD,APPROVED,,10.0.19.28,dev_ACC0010,BR,False,2026-05-09 11:02:00
TX00036,ACC0010,card_64171538195d,MERCH004,TRAVEL,133.74,USD,APPROVED,,10.0.59.99,dev_ACC0010,BR,False,2026-05-15 14:37:00
TX00037,ACC0010,card_64171538195d,MERCH002,CHARITY,214.09,USD,DECLINED,INSUFFICIENT_FUNDS,10.0.186.111,dev_ACC0010,BR,False,2026-05-03 08:28:00
TX00038,ACC0010,card_64171538195d,MERCH005,ELECTRONICS,188.83,USD,APPROVED,,10.0.63.185,dev_ACC0010,BR,False,2026-05-16 08:39:00
TX00039,ACC0011,card_5d9e8a514237,MERCH007,CHARITY,101.22,USD,APPROVED,,10.0.65.50,dev_ACC0011,IN,False,2026-05-19 22:04:00
TX00040,ACC0011,card_5d9e8a514237,MERCH001,TRAVEL,204.81,USD,APPROVED,,10.0.154.104,dev_ACC0011,IN,False,2026-05-18 14:07:00
TX00041,ACC0011,card_5d9e8a514237,MERCH008,GAMING,67.00,USD,APPROVED,,10.0.164.120,dev_ACC0011,IN,False,2026-05-14 09:23:00
TX00042,ACC0011,card_5d9e8a514237,MERCH002,TRAVEL,155.80,USD,APPROVED,,10.0.86.169,dev_ACC0011,IN,False,2026-05-11 01:25:00
TX00043,ACC0012,card_167012b76f92,MERCH005,DIGITAL_GOODS,32.55,USD,APPROVED,,10.0.120.173,dev_ACC0012,GB,False,2026-05-16 14:06:00
TX00044,ACC0012,card_167012b76f92,MERCH007,CHARITY,48.47,USD,DECLINED,DO_NOT_HONOR,10.0.37.117,dev_ACC0012,GB,False,2026-05-10 09:30:00
TX00045,ACC0012,card_167012b76f92,MERCH004,DIGITAL_GOODS,62.36,USD,APPROVED,,10.0.253.103,dev_ACC0012,GB,False,2026-05-27 12:47:00
TX00046,ACC0012,card_167012b76f92,MERCH007,DIGITAL_GOODS,268.33,USD,APPROVED,,10.0.54.200,dev_ACC0012,GB,False,2026-05-01 14:03:00
TX00047,ACC0012,card_167012b76f92,MERCH004,GROCERY,242.21,USD,APPROVED,,10.0.237.13,dev_ACC0012,GB,False,2026-05-09 08:06:00
TX00048,ACC0012,card_167012b76f92,MERCH008,ELECTRONICS,44.34,USD,APPROVED,,10.0.162.244,dev_ACC0012,GB,False,2026-05-22 02:34:00
TX00049,ACC0013,card_d4037b40d345,MERCH008,GAMING,250.02,USD,APPROVED,,10.0.81.191,dev_ACC0013,BR,False,2026-05-20 18:06:00
TX00050,ACC0013,card_d4037b40d345,MERCH008,CHARITY,226.77,USD,APPROVED,,10.0.141.197,dev_ACC0013,BR,False,2026-05-13 03:06:00
TX00051,ACC0013,card_d4037b40d345,MERCH006,TRAVEL,86.01,USD,DECLINED,DO_NOT_HONOR,10.0.120.70,dev_ACC0013,BR,False,2026-05-12 05:19:00
TX00052,ACC0013,card_d4037b40d345,MERCH003,CHARITY,28.77,USD,APPROVED,,10.0.196.178,dev_ACC0013,BR,False,2026-05-25 21:59:00
TX00053,ACC0013,card_d4037b40d345,MERCH001,DIGITAL_GOODS,23.95,USD,APPROVED,,10.0.238.107,dev_ACC0013,BR,False,2026-05-11 01:41:00
TX00054,ACC0013,card_d4037b40d345,MERCH007,GAMING,119.90,USD,APPROVED,,10.0.10.220,dev_ACC0013,BR,False,2026-05-20 10:54:00
TX00055,ACC0014,card_47b704c2ddd9,MERCH004,GAMING,93.09,USD,APPROVED,,10.0.214.138,dev_ACC0014,DE,False,2026-05-17 08:12:00
TX00056,ACC0014,card_47b704c2ddd9,MERCH007,CHARITY,85.52,USD,APPROVED,,10.0.199.87,dev_ACC0014,DE,False,2026-05-11 07:40:00
TX00057,ACC0015,card_4b32a63b5d85,MERCH007,ELECTRONICS,276.26,USD,APPROVED,,10.0.13.233,dev_ACC0015,DE,False,2026-05-22 14:30:00
TX00058,ACC0015,card_4b32a63b5d85,MERCH008,DIGITAL_GOODS,200.58,USD,APPROVED,,10.0.219.35,dev_ACC0015,DE,False,2026-05-27 00:27:00
TX00059,ACC0015,card_4b32a63b5d85,MERCH006,GAMING,81.75,USD,APPROVED,,10.0.232.84,dev_ACC0015,DE,False,2026-05-03 14:55:00
TX00060,ACC0016,card_475c7ffdd5f2,MERCH001,TRAVEL,79.42,USD,APPROVED,,10.0.9.192,dev_ACC0016,BR,False,2026-05-20 12:27:00
TX00061,ACC0016,card_475c7ffdd5f2,MERCH001,DIGITAL_GOODS,196.79,USD,APPROVED,,10.0.20.194,dev_ACC0016,BR,False,2026-05-11 12:54:00
TX00062,ACC0016,card_475c7ffdd5f2,MERCH008,CHARITY,252.57,USD,APPROVED,,10.0.122.33,dev_ACC0016,BR,False,2026-05-10 09:45:00
TX00063,ACC0016,card_475c7ffdd5f2,MERCH006,DIGITAL_GOODS,171.37,USD,APPROVED,,10.0.131.197,dev_ACC0016,BR,False,2026-05-06 12:56:00
TX00064,ACC0017,card_19c6f371f386,MERCH005,GROCERY,289.30,USD,APPROVED,,10.0.83.247,dev_ACC0017,FR,False,2026-05-28 23:16:00
TX00065,ACC0017,card_19c6f371f386,MERCH004,GROCERY,12.58,USD,APPROVED,,10.0.192.102,dev_ACC0017,FR,False,2026-05-27 16:04:00
TX00066,ACC0017,card_19c6f371f386,MERCH005,CHARITY,208.73,USD,APPROVED,,10.0.52.179,dev_ACC0017,FR,False,2026-05-28 06:43:00
TX00067,ACC0017,card_19c6f371f386,MERCH007,CHARITY,242.63,USD,APPROVED,,10.0.21.89,dev_ACC0017,FR,False,2026-05-28 15:48:00
TX00068,ACC0017,card_19c6f371f386,MERCH007,GAMING,25.34,USD,APPROVED,,10.0.6.218,dev_ACC0017,FR,False,2026-05-18 04:45:00
TX00069,ACC0017,card_19c6f371f386,MERCH003,GAMING,132.89,USD,APPROVED,,10.0.235.182,dev_ACC0017,FR,False,2026-05-06 03:16:00
TX00070,ACC0018,card_b7b1d040a97d,MERCH007,CHARITY,289.81,USD,APPROVED,,10.0.247.120,dev_ACC0018,CA,False,2026-05-25 01:53:00
TX00071,ACC0018,card_b7b1d040a97d,MERCH008,DIGITAL_GOODS,84.18,USD,APPROVED,,10.0.44.72,dev_ACC0018,CA,False,2026-05-28 07:08:00
TX00072,ACC0018,card_b7b1d040a97d,MERCH008,TRAVEL,173.11,USD,APPROVED,,10.0.172.8,dev_ACC0018,CA,False,2026-05-22 11:35:00
TX00073,ACC0019,card_7163f7d2b432,MERCH005,ELECTRONICS,67.58,USD,APPROVED,,10.0.174.72,dev_ACC0019,NG,False,2026-05-23 12:32:00
TX00074,ACC0019,card_7163f7d2b432,MERCH007,GAMING,157.41,USD,APPROVED,,10.0.123.185,dev_ACC0019,NG,False,2026-05-01 19:05:00
TX00075,ACC0019,card_7163f7d2b432,MERCH001,GROCERY,228.66,USD,APPROVED,,10.0.251.115,dev_ACC0019,NG,False,2026-05-26 14:24:00
TX00076,ACC0020,card_f4e9adef0c5f,MERCH006,GAMING,124.30,USD,APPROVED,,10.0.188.122,dev_ACC0020,DE,False,2026-05-11 10:02:00
TX00077,ACC0020,card_f4e9adef0c5f,MERCH005,DIGITAL_GOODS,102.58,USD,APPROVED,,10.0.138.79,dev_ACC0020,DE,False,2026-05-26 09:10:00
TX00078,ACC0020,card_f4e9adef0c5f,MERCH004,CHARITY,217.78,USD,APPROVED,,10.0.94.50,dev_ACC0020,DE,False,2026-05-06 19:47:00
TX00079,ACC0020,card_f4e9adef0c5f,MERCH002,DIGITAL_GOODS,86.57,USD,APPROVED,,10.0.144.252,dev_ACC0020,DE,False,2026-05-23 08:52:00
TX00080,ACC0021,card_b477b1e75316,MERCH001,GROCERY,111.46,USD,APPROVED,,10.0.64.71,dev_ACC0021,US,False,2026-05-11 16:28:00
TX00081,ACC0021,card_b477b1e75316,MERCH001,ELECTRONICS,91.18,USD,APPROVED,,10.0.251.27,dev_ACC0021,US,False,2026-05-26 12:24:00
TX00082,ACC0021,card_b477b1e75316,MERCH001,TRAVEL,143.47,USD,APPROVED,,10.0.94.248,dev_ACC0021,US,False,2026-05-14 06:34:00
TX00083,ACC0021,card_b477b1e75316,MERCH001,DIGITAL_GOODS,38.66,USD,DECLINED,DO_NOT_HONOR,10.0.37.148,dev_ACC0021,US,False,2026-05-23 01:48:00
TX00084,ACC0022,card_41d6615b845a,MERCH007,ELECTRONICS,284.99,USD,APPROVED,,10.0.127.31,dev_ACC0022,NG,False,2026-05-26 22:46:00
TX00085,ACC0022,card_41d6615b845a,MERCH008,TRAVEL,238.27,USD,APPROVED,,10.0.194.116,dev_ACC0022,NG,False,2026-05-28 11:07:00
TX00086,ACC0022,card_41d6615b845a,MERCH002,DIGITAL_GOODS,297.06,USD,APPROVED,,10.0.30.157,dev_ACC0022,NG,False,2026-05-28 02:49:00
TX00087,ACC0023,card_302ec4c12b12,MERCH002,DIGITAL_GOODS,199.83,USD,APPROVED,,10.0.88.142,dev_ACC0023,BR,False,2026-05-13 09:03:00
TX00088,ACC0023,card_302ec4c12b12,MERCH001,DIGITAL_GOODS,125.51,USD,APPROVED,,10.0.240.75,dev_ACC0023,BR,False,2026-05-01 10:55:00
TX00089,ACC0023,card_302ec4c12b12,MERCH004,TRAVEL,213.55,USD,APPROVED,,10.0.232.19,dev_ACC0023,BR,False,2026-05-14 10:41:00
TX00090,ACC0024,card_096dcf3cee0d,MERCH005,DIGITAL_GOODS,130.42,USD,APPROVED,,10.0.76.233,dev_ACC0024,IN,False,2026-05-10 08:04:00
TX00091,ACC0024,card_096dcf3cee0d,MERCH002,GAMING,22.59,USD,APPROVED,,10.0.147.113,dev_ACC0024,IN,False,2026-05-04 13:59:00
TX00092,ACC0024,card_096dcf3cee0d,MERCH002,ELECTRONICS,211.42,USD,APPROVED,,10.0.252.113,dev_ACC0024,IN,False,2026-05-15 04:08:00
TX00093,ACC0024,card_096dcf3cee0d,MERCH002,DIGITAL_GOODS,267.38,USD,APPROVED,,10.0.128.7,dev_ACC0024,IN,False,2026-05-03 03:32:00
TX00094,ACC0024,card_096dcf3cee0d,MERCH003,GAMING,178.20,USD,DECLINED,DO_NOT_HONOR,10.0.20.196,dev_ACC0024,IN,False,2026-05-27 12:16:00
TX00095,ACC0024,card_096dcf3cee0d,MERCH007,CHARITY,197.20,USD,APPROVED,,10.0.92.150,dev_ACC0024,IN,False,2026-05-24 22:50:00
TX00096,ACC0025,card_be315fed800f,MERCH002,DIGITAL_GOODS,143.65,USD,APPROVED,,10.0.164.172,dev_ACC0025,FR,False,2026-05-05 11:39:00
TX00097,ACC0025,card_be315fed800f,MERCH001,GAMING,126.44,USD,APPROVED,,10.0.205.209,dev_ACC0025,FR,False,2026-05-16 08:14:00
TX00098,ACC0025,card_be315fed800f,MERCH001,CHARITY,97.78,USD,APPROVED,,10.0.206.222,dev_ACC0025,FR,False,2026-05-05 08:11:00
TX00099,ACC0025,card_be315fed800f,MERCH008,GROCERY,141.28,USD,DECLINED,DO_NOT_HONOR,10.0.255.161,dev_ACC0025,FR,False,2026-05-26 00:39:00
TX00100,ACC0025,card_be315fed800f,MERCH008,GROCERY,83.78,USD,APPROVED,,10.0.147.113,dev_ACC0025,FR,False,2026-05-10 14:20:00
TX00101,ACC0026,card_b787638fefdb,MERCH001,ELECTRONICS,240.80,USD,APPROVED,,10.0.159.142,dev_ACC0026,NG,False,2026-05-29 01:03:00
TX00102,ACC0026,card_b787638fefdb,MERCH002,CHARITY,32.50,USD,APPROVED,,10.0.58.119,dev_ACC0026,NG,False,2026-05-19 21:38:00
TX00103,ACC0027,card_489fa70c2b9d,MERCH008,GAMING,280.13,USD,APPROVED,,10.0.139.107,dev_ACC0027,IN,False,2026-05-24 00:21:00
TX00104,ACC0027,card_489fa70c2b9d,MERCH003,GROCERY,139.75,USD,APPROVED,,10.0.97.236,dev_ACC0027,IN,False,2026-05-12 10:13:00
TX00105,ACC0027,card_489fa70c2b9d,MERCH005,GROCERY,232.94,USD,APPROVED,,10.0.174.240,dev_ACC0027,IN,False,2026-05-13 21:44:00
TX00106,ACC0028,card_e67a2247a5da,MERCH003,GAMING,252.06,USD,APPROVED,,10.0.250.222,dev_ACC0028,CA,False,2026-05-14 22:06:00
TX00107,ACC0028,card_e67a2247a5da,MERCH006,DIGITAL_GOODS,147.88,USD,APPROVED,,10.0.193.117,dev_ACC0028,CA,False,2026-05-25 20:16:00
TX00108,ACC0028,card_e67a2247a5da,MERCH006,CHARITY,173.68,USD,APPROVED,,10.0.210.12,dev_ACC0028,CA,False,2026-05-12 04:50:00
TX00109,ACC0028,card_e67a2247a5da,MERCH003,GAMING,213.04,USD,APPROVED,,10.0.197.254,dev_ACC0028,CA,False,2026-05-22 20:36:00
TX00110,ACC0029,card_e4224f2ad167,MERCH008,GROCERY,153.18,USD,APPROVED,,10.0.51.224,dev_ACC0029,GB,False,2026-05-07 01:53:00
TX00111,ACC0029,card_e4224f2ad167,MERCH003,GROCERY,273.58,USD,DECLINED,INSUFFICIENT_FUNDS,10.0.209.223,dev_ACC0029,GB,False,2026-05-25 06:28:00
TX00112,ACC0030,card_014f38b046cf,MERCH006,CHARITY,104.88,USD,APPROVED,,10.0.41.219,dev_ACC0030,FR,False,2026-05-13 09:28:00
TX00113,ACC0030,card_014f38b046cf,MERCH001,ELECTRONICS,117.10,USD,APPROVED,,10.0.249.224,dev_ACC0030,FR,False,2026-05-25 14:51:00
TX00114,ACC0030,card_014f38b046cf,MERCH002,GAMING,74.26,USD,APPROVED,,10.0.147.59,dev_ACC0030,FR,False,2026-05-04 10:44:00
TX00115,ACC0030,card_014f38b046cf,MERCH003,CHARITY,229.31,USD,APPROVED,,10.0.51.114,dev_ACC0030,FR,False,2026-05-05 19:31:00
TX00116,ACC0030,card_014f38b046cf,MERCH006,GAMING,271.51,USD,DECLINED,INSUFFICIENT_FUNDS,10.0.150.92,dev_ACC0030,FR,False,2026-05-14 23:05:00
TX00117,ACC0031,card_77e6c3c4e982,MERCH003,GROCERY,161.69,USD,APPROVED,,10.0.92.44,dev_ACC0031,GB,False,2026-05-12 10:43:00
TX00118,ACC0031,card_77e6c3c4e982,MERCH003,DIGITAL_GOODS,261.90,USD,APPROVED,,10.0.123.128,dev_ACC0031,GB,False,2026-05-29 01:43:00
TX00119,ACC0031,card_77e6c3c4e982,MERCH008,TRAVEL,193.18,USD,APPROVED,,10.0.4.231,dev_ACC0031,GB,False,2026-05-22 07:41:00
TX00120,ACC0032,card_8f333e9ea27f,MERCH007,CHARITY,26.79,USD,APPROVED,,10.0.153.164,dev_ACC0032,BR,False,2026-05-08 12:33:00
TX00121,ACC0032,card_8f333e9ea27f,MERCH008,GROCERY,139.77,USD,APPROVED,,10.0.196.219,dev_ACC0032,BR,False,2026-05-12 17:10:00
TX00122,ACC0032,card_8f333e9ea27f,MERCH005,GROCERY,117.50,USD,APPROVED,,10.0.151.180,dev_ACC0032,BR,False,2026-05-12 03:05:00
TX00123,ACC0032,card_8f333e9ea27f,MERCH008,TRAVEL,85.97,USD,APPROVED,,10.0.25.234,dev_ACC0032,BR,False,2026-05-19 08:19:00
TX00124,ACC0032,card_8f333e9ea27f,MERCH005,CHARITY,184.08,USD,APPROVED,,10.0.97.159,dev_ACC0032,BR,False,2026-05-11 19:21:00
TX00125,ACC0032,card_8f333e9ea27f,MERCH008,GROCERY,190.33,USD,APPROVED,,10.0.20.80,dev_ACC0032,BR,False,2026-05-07 13:23:00
TX00126,ACC0033,card_41c321590403,MERCH007,DIGITAL_GOODS,221.05,USD,APPROVED,,10.0.151.84,dev_ACC0033,US,False,2026-05-17 22:31:00
TX00127,ACC0033,card_41c321590403,MERCH005,DIGITAL_GOODS,43.99,USD,APPROVED,,10.0.187.136,dev_ACC0033,US,False,2026-05-10 11:19:00
TX00128,ACC0033,card_41c321590403,MERCH006,GROCERY,274.64,USD,APPROVED,,10.0.151.192,dev_ACC0033,US,False,2026-05-13 00:40:00
TX00129,ACC0033,card_41c321590403,MERCH007,ELECTRONICS,289.05,USD,APPROVED,,10.0.115.221,dev_ACC0033,US,False,2026-05-22 15:32:00
TX00130,ACC0033,card_41c321590403,MERCH002,GAMING,31.64,USD,APPROVED,,10.0.135.138,dev_ACC0033,US,False,2026-05-17 23:31:00
TX00131,ACC0033,card_41c321590403,MERCH006,GROCERY,203.48,USD,APPROVED,,10.0.195.211,dev_ACC0033,US,False,2026-05-18 02:35:00
TX00132,ACC0034,card_d58fd21b9a1c,MERCH004,CHARITY,12.38,USD,APPROVED,,10.0.167.235,dev_ACC0034,CA,False,2026-05-22 18:58:00
TX00133,ACC0034,card_d58fd21b9a1c,MERCH007,GROCERY,192.44,USD,APPROVED,,10.0.154.167,dev_ACC0034,CA,False,2026-05-04 05:02:00
TX00134,ACC0034,card_d58fd21b9a1c,MERCH004,ELECTRONICS,18.38,USD,DECLINED,DO_NOT_HONOR,10.0.59.25,dev_ACC0034,CA,False,2026-05-07 16:40:00
TX00135,ACC0035,card_827e67fb071f,MERCH003,GAMING,138.82,USD,APPROVED,,10.0.214.151,dev_ACC0035,FR,False,2026-05-19 00:30:00
TX00136,ACC0035,card_827e67fb071f,MERCH006,DIGITAL_GOODS,250.94,USD,APPROVED,,10.0.143.9,dev_ACC0035,FR,False,2026-05-05 20:09:00
TX00137,ACC0035,card_827e67fb071f,MERCH006,ELECTRONICS,136.19,USD,APPROVED,,10.0.185.26,dev_ACC0035,FR,False,2026-05-21 12:17:00
TX00138,ACC0036,card_230dbc836d74,MERCH008,GROCERY,122.45,USD,APPROVED,,10.0.62.243,dev_ACC0036,BR,False,2026-05-04 02:08:00
TX00139,ACC0036,card_230dbc836d74,MERCH006,DIGITAL_GOODS,194.30,USD,APPROVED,,10.0.10.13,dev_ACC0036,BR,False,2026-05-10 23:40:00
TX00140,ACC0036,card_230dbc836d74,MERCH004,DIGITAL_GOODS,237.16,USD,APPROVED,,10.0.106.151,dev_ACC0036,BR,False,2026-05-07 01:32:00
TX00141,ACC0036,card_230dbc836d74,MERCH003,DIGITAL_GOODS,233.44,USD,APPROVED,,10.0.1.71,dev_ACC0036,BR,False,2026-05-16 06:52:00
TX00142,ACC0037,card_92a81cd52f45,MERCH001,TRAVEL,240.56,USD,APPROVED,,10.0.13.34,dev_ACC0037,US,False,2026-05-12 17:46:00
TX00143,ACC0037,card_92a81cd52f45,MERCH007,ELECTRONICS,178.71,USD,DECLINED,DO_NOT_HONOR,10.0.26.33,dev_ACC0037,US,False,2026-05-12 03:53:00
TX00144,ACC0037,card_92a81cd52f45,MERCH002,GAMING,224.97,USD,APPROVED,,10.0.185.132,dev_ACC0037,US,False,2026-05-06 12:08:00
TX00145,ACC0037,card_92a81cd52f45,MERCH001,GROCERY,70.36,USD,APPROVED,,10.0.154.118,dev_ACC0037,US,False,2026-05-24 06:19:00
TX00146,ACC0037,card_92a81cd52f45,MERCH008,GROCERY,254.95,USD,APPROVED,,10.0.55.126,dev_ACC0037,US,False,2026-05-23 03:10:00
TX00147,ACC0037,card_92a81cd52f45,MERCH006,GAMING,100.02,USD,APPROVED,,10.0.64.71,dev_ACC0037,US,False,2026-05-05 00:14:00
TX00148,ACC0038,card_00108336cc34,MERCH002,CHARITY,91.99,USD,APPROVED,,10.0.220.26,dev_ACC0038,BR,False,2026-05-25 11:30:00
TX00149,ACC0038,card_00108336cc34,MERCH004,GAMING,217.65,USD,APPROVED,,10.0.231.228,dev_ACC0038,BR,False,2026-05-26 10:12:00
TX00150,ACC0038,card_00108336cc34,MERCH007,TRAVEL,249.09,USD,APPROVED,,10.0.48.81,dev_ACC0038,BR,False,2026-05-16 18:12:00
TX00151,ACC0038,card_00108336cc34,MERCH002,GROCERY,115.42,USD,APPROVED,,10.0.242.18,dev_ACC0038,BR,False,2026-05-12 22:24:00
TX00152,ACC0038,card_00108336cc34,MERCH003,ELECTRONICS,132.40,USD,APPROVED,,10.0.190.208,dev_ACC0038,BR,False,2026-05-05 13:49:00
TX00153,ACC0038,card_00108336cc34,MERCH002,GAMING,178.01,USD,APPROVED,,10.0.168.172,dev_ACC0038,BR,False,2026-05-04 01:30:00
TX00154,ACC0039,card_b65ecfd159f7,MERCH005,TRAVEL,261.09,USD,APPROVED,,10.0.147.154,dev_ACC0039,GB,False,2026-05-20 13:57:00
TX00155,ACC0039,card_b65ecfd159f7,MERCH002,TRAVEL,175.49,USD,APPROVED,,10.0.246.58,dev_ACC0039,GB,False,2026-05-06 01:09:00
TX00156,ACC0039,card_b65ecfd159f7,MERCH007,ELECTRONICS,113.43,USD,APPROVED,,10.0.115.207,dev_ACC0039,GB,False,2026-05-26 15:35:00
TX00157,ACC0039,card_b65ecfd159f7,MERCH003,TRAVEL,12.74,USD,APPROVED,,10.0.136.8,dev_ACC0039,GB,False,2026-05-26 16:06:00
TX00158,ACC0040,card_eab942742129,MERCH007,GROCERY,108.55,USD,APPROVED,,10.0.73.145,dev_ACC0040,CA,False,2026-05-16 19:10:00
TX00159,ACC0040,card_eab942742129,MERCH004,GAMING,223.59,USD,APPROVED,,10.0.46.192,dev_ACC0040,CA,False,2026-05-07 18:57:00
TX00160,ACC0040,card_eab942742129,MERCH006,ELECTRONICS,138.83,USD,APPROVED,,10.0.159.185,dev_ACC0040,CA,False,2026-05-20 10:34:00
TX00161,ACC0040,card_eab942742129,MERCH002,TRAVEL,30.06,USD,DECLINED,INSUFFICIENT_FUNDS,10.0.25.173,dev_ACC0040,CA,False,2026-05-28 11:14:00
TX00162,ACC0029,card_e4224f2ad167,MERCH001,GROCERY,155.70,USD,APPROVED,,10.2.29.29,dev_ACC0029,US,False,2026-05-06 00:34:00
TX00163,ACC0027,card_489fa70c2b9d,MERCH001,GROCERY,37.32,USD,APPROVED,,10.2.27.27,dev_ACC0027,US,False,2026-05-06 01:29:00
